"","HHId","ComunID","ComunSize","Round","Animals.value","TraditionalAssets.value","IndustrialAssets.value","Total.value","Nfields","HHmale","HHAge","route.distance.SB","HHWealthZ","HHWealthAZ","HHWealthTZ","HHWealthIZ","AgeCorWealth","AgeCorWealthA","AgeCorWealthT","AgeCorWealthI","Gini.2","Gini.AgeCor.2","WealthCnt.2","Gini.3","Gini.AgeCor.3","WealthCnt.3","Gini","Gini.AgeCor","MeanWealth","MeanWealth.AgeCor","MeanWealthZ","MedianWealth","MedianWealth.AgeCor","MedianWealthZ","HHCnt","HHSize"
"347","HH0288",34,68,2,1435,3030,5151.38,9616.38,NA,1,38,121,0.753,0.632,1.015,0.787,11547.4260247485,1804.71780737782,3495.29668635457,6663.6852888302,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,10
"348","HH0288",34,68,3,1015,6680,4665.6,12360.6,3,1,45,121,1.048,0.195,1.772,0.54,13433.5570833712,989.19681827026,5928.61412627778,5835.48682564265,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,10
"349","HH0289",34,68,3,765,770,819.81,2354.81,NA,1,29,121,-0.555,0.405,-0.032,-0.673,5402.71832073987,1318.15487506958,1492.69964082364,2765.36451953422,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,6
"350","HH0290",51,346,2,1987.5,410,3650.155,6047.655,4,1,23,107,1.378,1.419,-0.334,1.588,15790.31302577,5613.20790619192,1124.30483696412,9915.81588772181,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,2
"351","HH0290",NA,NA,3,865,2430,664.115,3959.115,NA,1,30,NA,0.115,0.458,1.097,-0.943,8139.017,1418.107,3713.199,2275.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"352","HH0291",NA,NA,3,0,2520,1894.35,4414.35,NA,1,53,NA,-0.823,-2.358,0.621,-1.09,4513.955,-21.88413,2587.923,2034.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"353","HH0291",51,346,2,4032.5,2610,4687.065,11329.565,2,1,47,107,0.778,1.231,0.661,0.294,11702.4163644147,4243.49994392303,2672.2956291692,5085.18660141766,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"354","HH0292",NA,NA,3,832.5,1010,5191.145,7033.645,NA,1,59,NA,-0.053,0.024,-0.29,0.503,7377.808,782.9193,1173.353,5720.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"355","HH0293",NA,NA,3,1385,2560,3794.285,7739.285,4,1,32,NA,0.885,0.744,1.034,0.892,12365.17,2109.334,3544.723,7041.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"356","HH0294",NA,NA,3,2600,2530,5457.745,10587.75,3,1,60,NA,0.605,0.828,0.695,0.597,10679,2375.207,2742.968,6022.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"357","HH0294",51,346,2,2575,2660,5525.235,10760.235,3,1,54,107,0.564,0.859,0.654,0.421,10450.6350659149,2480.34348469929,2656.08475980269,5463.66754013729,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,3
"358","HH0295",NA,NA,3,510,460,1790.6,2760.6,4,1,23,NA,0.357,0.436,-0.111,0.706,9334.655,1376.003,1389.163,6385.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"359","HH0296",NA,NA,3,40,200,4386.65,4626.65,4,1,35,NA,-0.119,-1.871,-1.534,0.883,7094.304,19.7513,252.3103,7009.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"360","HH0296",51,346,2,1287.5,470,4533.405,6290.905,2,1,28,107,0.92,0.891,-0.559,1.369,12589.4371095056,2598.20675793082,895.843762778762,8934.52511605608,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,9
"361","HH0297",NA,NA,3,655,4460,5640.535,10755.53,1,1,37,NA,1.04,-0.008,1.427,1.158,13374.49,749.0404,4694.289,8055.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"362","HH0297",51,346,2,1302.5,2560,3402.555,7265.055,2,1,30,107,0.939,0.816,1.224,0.747,12710.6125728541,2336.63404669997,4067.66463289011,6526.64025628115,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,8
"363","HH0298",51,346,2,1760,560,4724.87,7044.87,2,1,35,107,0.42,0.867,-0.748,0.831,9664.63868135476,2510.61824726516,730.495425183648,6820.05753096079,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,6
"364","HH0298",NA,NA,3,750,2820,4700.61,8270.61,4,1,41,NA,0.48,0.012,0.854,0.69,9983.326,769.8756,3099.769,6329.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"365","HH0299",NA,NA,3,520,370,301.55,1191.55,4,1,22,NA,-0.786,0.524,-0.243,-0.87,4630.591,1553.403,1227.319,2400.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"366","HH0300",NA,NA,3,1187.5,3590,5457.27,10234.77,2,1,45,NA,0.731,0.317,1.067,0.805,11417.96,1167.788,3632.871,6729.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"367","HH0300",51,346,2,432.5,3280,5848.38,9560.88,2,1,39,107,0.696,-0.305,1.094,0.949,11212.5675916989,498.679293576324,3703.98882582074,7248.63056398896,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"368","HH0301",NA,NA,3,20,2640,4322.15,6982.15,NA,1,36,NA,0.436,-2.099,0.891,0.796,9749.78,-2.330483,3187.551,6696.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"369","HH0302",156,104,2,0,720,4479.755,5199.755,3,1,42,43,-0.411,-2.08,-0.674,0.395,5923.01470891201,-0.674790978338862,792.410404309854,5386.98222961108,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,8
"370","HH0302",156,104,3,60,790,4554.71,5404.71,6,1,49,43,-0.431,-1.76,-0.574,0.375,5851.05600011162,32.5301334237327,881.770303249638,5325.98632966729,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,8
"371","HH0303",156,104,2,280,430,5281.945,5991.945,1,1,62,43,-0.365,-0.641,-1.063,0.386,6098.20331162593,310.35529700813,501.869388785825,5358.21653471644,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,4
"372","HH0304",156,104,2,280,560,2168.205,3008.205,4.5,1,31,43,-0.491,-0.407,-0.571,0.073,5627.63494755956,432.477747083116,884.086390912982,4471.06431627484,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"373","HH0304",156,104,3,92.5,485,2291.0175,2868.5175,4.5,1,38,43,-1.07,-1.494,-0.874,-0.223,3790.8733433379,70.5397990646809,631.863305047191,3727.51588318243,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"374","HH0305",156,104,2,202.5,330,1751.645,2284.145,2,1,25,43,-0.246,-0.354,-0.682,0.336,6564.74820119533,465.806409190594,785.195328566229,5209.37908913265,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,6
"375","HH0305",156,104,3,295,945,1672.975,2912.975,NA,1,32,43,-0.551,-0.503,-0.004,-0.181,5416.34875517993,378.021442929537,1531.06698230675,3827.0314296551,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,6
"376","HH0306",156,104,2,130,570,905.97,1605.97,3,1,19,43,0.001,-0.19,0.367,0.193,7616.72613228234,584.599038322524,2108.91293469012,4796.46323408991,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,2
"377","HH0307",156,104,3,260,680,789.8975,1729.8975,1.5,1,68,43,-1.794,-0.641,-0.475,-1.49,2129.59837412795,310.160320127188,976.676776907073,1461.8244175438,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,2
"378","HH0307",156,104,2,595,870,3625.505,5090.505,6,1,61,43,-0.618,-0.132,-0.502,-0.204,5181.062912093,633.100644074558,950.200919021852,3771.74667113621,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,2
"379","HH0308",156,104,3,410,785,4853.94,6048.94,3,1,37,43,0.155,-0.389,-0.392,0.918,8329.42227989894,443.927628177091,1061.9412475302,7134.39047012333,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"380","HH0308",156,104,2,3212.5,885,2639.33,6736.83,4.5,1,30,43,0.818,1.443,-0.051,0.401,11948.0877962262,5815.34404757584,1467.48041677492,5405.19566089822,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"381","HH0309",111,45,2,0,370,832.52,1202.52,NA,1,36,93,-1.977,-2.086,-1.122,-1.224,1804.96247682861,-1.22455243686559,465.075722268686,1829.5979037965,0.34200086611836,0.333447696548414,12,NA,NA,NA,0.34200086611836,0.333447696548414,3275.79041666667,4443.10166264861,-1.04408333333333,2575.1475,4068.47940085072,-1.036,12,5
"382","HH0309",156,104,3,0,430,2021.805,2451.805,NA,1,42,43,-1.507,-2.355,-1.053,-0.589,2712.6713399237,-21.6788418897096,508.210074426791,2931.03765858562,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"383","HH0310",156,104,2,60,460,5792.845,6312.845,2,1,43,43,-0.14,-1.551,-1.071,0.782,7003.32452799149,61.4760808586828,496.575889290489,6648.2057615994,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,8
"384","HH0311",156,104,2,1245,470,8212.19,9927.19,1.5,1,49,43,0.488,0.369,-1.11,1.254,10027.0161853443,1254.98869772916,472.189312852503,8450.32886121813,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,10
"385","HH0311",156,104,3,301.25,705,5341.585,6347.835,6,1,56,43,-0.23,-0.762,-0.672,0.548,6632.82350415601,259.804269905326,794.210030198079,5862.27465057522,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,10
"386","HH0312",156,104,3,220,270,1148.07,1638.07,1,1,19,43,0.136,0.107,-0.292,0.602,8239.67494186431,876.193195499529,1171.71641434536,6036.75346532267,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,2
"387","HH0313",156,104,3,385,560,1443.805,2388.805,1,1,33,43,-0.96,-0.319,-0.57,-0.432,4103.16821585799,488.800900253067,885.063073468944,3256.54573696484,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,7
"388","HH0314",156,104,3,515,370,3888.02,4773.02,2,1,30,43,0.383,0.039,-0.8,1.093,9467.19802826508,799.03063420382,688.506374564347,7799.60540029607,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"389","HH0315",156,104,2,635,520,1437.235,2592.235,2,1,58,43,-1.546,-0.118,-0.989,-1.427,2628.11033414953,645.289251435672,550.796463023622,1544.21621316108,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,3
"390","HH0316",156,104,2,1622.5,770,3704.395,6096.895,2,1,63,43,-0.315,0.587,-0.575,-0.117,6291.67379966688,1694.04828822696,880.28150791493,3984.20271966596,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,2
"391","HH0317",156,104,3,330,860,1764.19,2954.19,0,1,27,43,0.01,-0.181,0.217,0.308,7655.52641470706,591.821435499544,1858.37237219556,5125.56434531858,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,3
"392","HH0318",156,104,2,130,910,2136.935,3176.935,4,1,41,43,-1.071,-1.157,-0.434,-0.581,3788.88359450668,137.935628174616,1018.05815544639,2946.62135972195,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,9
"393","HH0319",156,104,3,550,610,695.91,1855.91,1,1,20,43,0.179,0.716,0.418,-0.039,8445.37225230815,2028.02304982188,2198.71285679165,4178.99641746961,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,3
"394","HH0320",156,104,2,130,780,8361.735,9271.735,2,0,34,43,0.961,-1.045,-0.397,1.885,12853.1329023443,166.81412746663,1056.44130250131,11363.9591580245,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,6
"395","HH0321",156,104,3,165,510,927.01,1602.01,NA,1,30,43,-1.284,-0.893,-0.5,-0.642,3232.73298745838,212.778097455018,951.8483688364,2825.83112892217,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,3
"396","HH0322",156,104,3,435,1365,3878.24,5678.24,NA,1,24,43,1.137,0.239,0.925,1.668,14038.3870141403,1049.86844451732,3268.67420603959,10291.466552363,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,2
"397","HH0323",156,104,3,40,1155,5539.335,6734.335,3,1,49,43,-0.061,-1.92,-0.197,0.718,7342.59954941856,14.5023510081237,1282.53917373331,6426.10577027062,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,7
"398","HH0324",156,104,3,840,380,2461.2725,3681.2725,1.5,1,34,43,-0.384,0.284,-0.971,0.138,6027.32475654409,1116.26382889074,562.669202674012,4645.81665563664,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"399","HH0324",156,104,2,20,620,1211.55,1851.55,4.5,1,27,43,-0.763,-1.677,-0.219,-0.232,4703.33352425837,43.2861547774751,1256.02385581077,3706.46204449535,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"400","HH0325",156,104,2,92.5,520,1499.41,2111.91,4.5,1,30,43,-0.879,-1.143,-0.585,-0.257,4342.83369258091,141.503798195713,871.236407720903,3648.47330982704,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,7
"401","HH0325",156,104,3,240,630,1576.18,2446.18,1.5,1,37,43,-1.258,-0.815,-0.605,-0.629,3296.54162431223,239.918278133222,853.1561098097,2851.06567793884,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,7
"402","HH0326",156,104,2,270,620,646,1536,2,1,26,43,-0.921,-0.196,-0.145,-0.69,4218.41571939844,579.456613564338,1345.97092334765,2732.05679319739,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,6
"403","HH0326",156,104,3,0,580,2113.065,2693.065,1,1,33,43,-0.772,-2.352,-0.537,0.02,4673.86943673905,-21.4735954355071,916.64734383501,4331.63250444574,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,6
"404","HH0327",124,141,3,685,690,819.715,2194.715,NA,1,44,35,-1.758,-0.102,-0.647,-1.737,2197.75869826051,659.309846077589,815.959870795087,1165.86612371587,NA,NA,NA,0.402575500393527,0.346087917179653,21,0.402575500393527,0.346087917179653,6386.02714285714,9206.79290794449,0.0490952380952381,6430.7,8527.61904458314,0.196,21,4
"405","HH0327",156,104,2,712.5,460,2780.38,3952.88,2,1,37,43,-0.594,0.124,-0.974,-0.053,5265.36313987891,896.894025265356,561.075980334097,4142.65255063718,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,4
"406","HH0328",156,104,3,495,640,4500.955,5635.955,0,1,43,43,-0.202,-0.347,-0.704,0.549,6744.59130693272,470.412976254785,766.889067914515,5864.55967896466,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
"407","HH0329",156,104,3,990,440,4745.99,6175.99,3,1,23,43,1.298,0.929,-0.155,2.102,15190.6635951206,2740.75096609722,1334.24362690993,12514.1161331142,0.310955445119096,0.220168171731589,17,0.26125579271109,0.270810205699664,20,0.281838301594245,0.253182228262516,4172.48254464286,6823.57165247967,-0.307821428571429,3293.568125,6194.93855564641,-0.34,28,5
